customerID,Churn,PhoneService,MultipleLines,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,Months_Paid,Cuentas_Diarias
0231-LXVAP,Yes,Yes,No,Male,0,No,No,1,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.9,75.9,0.9999999999868248,29.999999999604743
0233-FTHAV,No,Yes,Yes,Female,0,No,No,60,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),79.2,4765.0,60.16414141338176,1804.9242424014528
0234-TEVTT,No,No,No phone service,Female,0,Yes,Yes,48,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),45.0,2196.3,48.806666665582085,1464.1999999674626
0235-KGSLC,Yes,Yes,No,Female,0,No,No,1,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.55,85.55,0.9999999999883109,29.999999999649326
0236-HFWSV,Yes,Yes,Yes,Male,0,No,No,15,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.35,1444.65,15.475629351735666,464.26888055206996
0237-YFUTL,No,Yes,Yes,Female,0,Yes,No,50,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.65,5405.8,49.30050159553761,1479.0150478661283
0238-WHBIQ,No,Yes,Yes,Male,0,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.7,6339.3,70.67224080188771,2120.1672240566313
0239-OXEXL,No,Yes,Yes,Female,0,No,No,46,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,84.25,3847.6,45.66884272942826,1370.065281882848
0244-LGNFY,No,Yes,Yes,Female,0,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.65,6733.0,72.67134376608017,2180.1403129824052
0247-SLUJI,No,Yes,No,Male,0,Yes,Yes,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,19.7,0.9999999999492386,29.999999998477158
0248-IPDFW,No,Yes,Yes,Female,0,No,No,1,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.1,50.1,0.99999999998004,29.999999999401197
0248-PGHBZ,No,Yes,No,Female,1,No,No,67,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),92.45,6140.85,66.42347214638806,1992.7041643916418
0253-ZTEOB,No,Yes,Yes,Female,0,Yes,Yes,48,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,79.65,3870.3,48.59133709920161,1457.7401129760483
0254-FNMCI,No,Yes,No,Female,0,No,No,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.9,7624.2,69.37397634149795,2081.2192902449387
0254-KCJGT,No,Yes,Yes,Male,0,Yes,No,52,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),81.4,4354.45,53.49447174381456,1604.8341523144368
0254-WWRKD,No,Yes,No,Female,0,Yes,Yes,67,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),50.55,3431.75,67.88822947442358,2036.6468842327074
0256-LTHVJ,Yes,Yes,No,Female,0,Yes,Yes,28,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.05,2227.1,27.478099937970658,824.3429981391197
0257-KXZGU,No,Yes,Yes,Female,0,Yes,Yes,32,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),62.45,2045.55,32.755004002678064,982.6501200803419
0257-ZESQC,Yes,Yes,No,Female,1,Yes,No,27,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.2,1929.35,25.656249999658822,769.6874999897647
0258-NOKBL,No,Yes,No,Male,0,No,No,3,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,90.4,268.45,2.969579645984849,89.08738937954547
0259-GBZSH,Yes,Yes,Yes,Male,0,No,No,2,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,181.5,2.119089316962999,63.572679508889976
0260-ZDLGK,Yes,Yes,No,Female,0,No,Yes,9,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,72.9,651.4,8.935528120590732,268.06584361772195
0263-FJTQO,No,Yes,Yes,Male,0,Yes,Yes,50,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),70.5,3486.65,49.456028368092824,1483.6808510427848
0264-CNITK,No,Yes,No,Female,0,Yes,Yes,71,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.1,1389.6,69.13432835476942,2074.0298506430827
0265-EDXBD,Yes,Yes,Yes,Male,1,Yes,No,32,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,2303.35,30.75233644818755,922.5700934456265
0265-PSUAE,No,Yes,No,Female,0,Yes,Yes,16,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),100.7,1522.7,15.121151936294725,453.63455808884174
0266-CLZKZ,No,Yes,Yes,Female,0,Yes,Yes,67,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.65,6717.9,63.586370089317676,1907.5911026795302
0266-GMEAO,No,Yes,Yes,Male,0,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.3,8058.55,70.50349956193786,2115.104986858136
0268-QKIWO,Yes,Yes,No,Female,0,No,No,3,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,58.85,2.9797468352921648,89.39240505876495
0269-XFESX,No,Yes,Yes,Male,0,Yes,Yes,23,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.35,538.5,22.114989732151333,663.44969196454
0270-THENM,No,Yes,Yes,Male,0,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),69.85,5102.35,73.04724409344243,2191.417322803273
0274-JKUJR,No,No,No phone service,Male,0,Yes,Yes,7,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,58.85,465.7,7.913338997316681,237.40016991950043
0277-BKSQP,No,Yes,No,Male,0,Yes,Yes,8,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.4,475.1,8.7334558821924,262.003676465772
0277-ORXQS,No,No,No phone service,Male,0,Yes,Yes,66,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),50.55,3364.55,66.55885261985048,1996.7655785955144
0278-YXOOG,Yes,Yes,No,Male,0,No,No,5,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.05,113.85,5.408551068626672,162.25653205880013
0280-XJGEX,Yes,Yes,Yes,Male,0,No,No,49,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.7,5036.3,48.56605593010062,1456.9816779030184
0281-CNTZX,No,Yes,No,Male,0,Yes,No,63,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.95,1234.8,61.89473683900277,1856.842105170083
0282-NVSJS,No,No,No phone service,Female,1,Yes,Yes,12,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,29.3,355.9,12.14675767876632,364.4027303629896
0285-INHLN,No,Yes,No,Male,0,Yes,Yes,27,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.75,1510.3,27.58538812735004,827.5616438205012
0289-IVARM,No,Yes,No,Female,0,No,No,35,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,60.55,1982.6,32.743187447849,982.2956234354701
0292-WEGCH,No,Yes,Yes,Female,0,Yes,Yes,54,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,86.2,4524.05,52.48317865368349,1574.4953596105047
0295-PPHDO,Yes,Yes,Yes,Male,0,No,No,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,95.45,0.9999999999895233,29.9999999996857
0295-QVKPB,No,Yes,No,Male,0,No,No,5,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),63.95,318.1,4.974198592572726,149.2259577771818
0297-RBCSG,No,Yes,No,Male,0,No,No,19,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),65.35,1231.85,18.850038255258607,565.5011476577582
0298-XACET,No,No,No phone service,Male,0,Yes,Yes,52,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,50.2,2554.0,50.87649402289091,1526.2948206867272
0301-FIDRB,No,No,No phone service,Female,0,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.8,4684.3,73.42163009289308,2202.6489027867924
0301-KOBTQ,No,Yes,No,Male,0,No,No,32,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.05,614.45,30.645885285254572,919.3765585576372
0302-JOIVN,Yes,Yes,No,Female,0,Yes,No,8,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,842.9,8.333168561459878,249.99505684379636
0303-UNCIP,No,Yes,Yes,Male,0,No,No,41,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,65.0,2531.8,38.95076923016999,1168.5230769050997
0303-WMMRN,No,Yes,No,Male,0,No,No,5,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,86.05,4.470129869897655,134.10389609692965
0305-SQECB,No,No,No phone service,Female,0,No,Yes,11,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,36.05,402.6,11.167822468483559,335.03467405450675
0306-JAELE,Yes,Yes,No,Male,0,No,No,5,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,453.4,4.718002081116357,141.54006243349073
0307-BCOPK,No,Yes,No,Female,0,No,No,16,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.05,326.65,17.14698162639648,514.4094487918944
0308-GIQJT,No,Yes,Yes,Male,1,No,No,71,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),105.75,7382.85,69.81418439650294,2094.425531895088
0308-IVGOK,No,No,No phone service,Female,0,No,No,11,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),40.4,422.6,10.460396039345042,313.8118811803513
0310-MVLET,Yes,Yes,Yes,Female,0,Yes,Yes,61,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.15,6010.05,60.61573373615112,1818.4720120845336
0310-SUCIN,No,Yes,No,Female,0,Yes,No,71,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),84.8,6046.1,71.298349055763,2138.9504716728898
0310-VQXAM,No,Yes,No,Male,0,No,No,9,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,178.8,9.00755667460919,270.2267002382757
0311-QYWSS,No,Yes,No,Female,0,No,No,6,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.45,314.6,6.361981799669121,190.85945399007363
0311-UNPFF,Yes,Yes,No,Female,0,No,No,26,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),88.8,2274.35,25.612049549261123,768.3614864778336
0314-TKOSI,No,Yes,No,Female,0,No,No,6,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,55.15,322.9,5.854941069703447,175.6482320911034
0315-LVCRK,No,Yes,No,Male,0,No,No,11,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,84.8,888.75,10.480542452706597,314.4162735811979
0318-QUUOB,Yes,Yes,No,Male,0,Yes,No,1,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,80.55,0.9999999999875853,29.99999999962756
0318-ZOPWS,No,Yes,No,Female,0,Yes,No,49,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.15,973.35,48.30521091571687,1449.156327471506
0319-QZTCO,No,Yes,No,Female,0,Yes,Yes,3,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),58.7,168.6,2.872231686492807,86.1669505947842
0320-DWVTU,No,Yes,No,Female,0,No,No,53,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,99.5,5424.25,54.51507537633653,1635.452261290096
0320-JDNQG,Yes,Yes,No,Male,0,Yes,Yes,23,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.85,2331.3,23.348022032815745,700.4406609844724
0322-CHQRU,Yes,Yes,No,Male,0,No,No,2,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.35,89.5,1.973539139978533,59.206174199355985
0322-YINQP,Yes,Yes,No,Male,0,No,No,1,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.55,48.55,0.9999999999794027,29.99999999938208
0323-XWWTN,No,Yes,Yes,Male,0,No,Yes,3,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.4,121.25,4.592803030129061,137.78409090387183
0324-BRPCJ,Yes,Yes,Yes,Female,1,Yes,No,68,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,6851.65,68.37974051827963,2051.392215548389
0325-XBFAC,Yes,Yes,No,Male,0,No,No,8,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,740.3,7.817317845746384,234.51953537239152
0326-VDYXE,No,Yes,Yes,Female,0,Yes,No,70,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.65,6982.5,71.50537634335376,2145.1612903006126
0327-WFZSY,No,Yes,Yes,Male,0,Yes,Yes,39,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,100.0,3835.55,38.35549999961645,1150.6649999884935
0328-GRPMV,Yes,Yes,No,Female,0,No,No,1,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,70.1,0.9999999999857346,29.99999999957204
0329-GTIAJ,Yes,Yes,No,Female,0,No,No,3,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,97.9,315.3,3.2206332992520874,96.61899897756263
0330-BGYZE,No,Yes,Yes,Male,0,Yes,No,60,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),102.5,6157.6,60.07414634087733,1802.2243902263199
0330-IVZHA,Yes,Yes,No,Female,0,Yes,No,5,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,330.15,4.719799856973268,141.59399570919805
0334-GDDSO,Yes,Yes,Yes,Male,1,No,No,3,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.35,233.7,2.8727719729210475,86.18315918763142
0334-ZFJSR,No,Yes,Yes,Female,0,Yes,No,55,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.05,3462.1,52.416351248260156,1572.4905374478046
0336-KXKFK,No,No,No phone service,Male,0,No,No,72,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),61.2,4390.25,71.73611110993895,2152.0833332981683
0336-PIKEI,No,Yes,No,Male,1,Yes,No,72,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),74.4,5360.75,72.053091396881,2161.59274190643
0337-CNPZE,Yes,Yes,Yes,Female,0,No,No,41,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.3,4443.45,41.80103480675634,1254.0310442026903
0343-QLUZP,No,No,No phone service,Male,0,No,No,60,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),39.6,2424.5,61.2247474732014,1836.7424241960418
0345-HKJVM,Yes,Yes,No,Female,0,No,No,6,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.3,577.6,6.468085106310548,194.04255318931644
0345-XMMUG,No,Yes,Yes,Female,0,Yes,No,46,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.9,4854.3,44.57575757534825,1337.2727272604475
0347-UBKUZ,No,Yes,No,Female,0,No,No,15,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,320.45,16.10301507456769,483.0904522370307
0348-SDKOL,Yes,Yes,Yes,Female,0,Yes,No,58,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.1,5885.4,57.64348677710437,1729.304603313131
0354-VXMJC,No,Yes,No,Male,0,Yes,Yes,23,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.6,426.65,21.767857141746536,653.035714252396
0354-WYROK,Yes,Yes,No,Female,1,Yes,Yes,31,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.9,2911.3,29.436804853089615,883.1041455926885
0356-ERHVT,No,Yes,No,Male,0,Yes,No,11,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.9,521.9,11.37037037012265,341.1111111036795
0356-OBMAC,No,Yes,Yes,Female,1,No,No,56,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),99.9,5706.3,57.120120119548346,1713.6036035864504
0357-NVCRI,No,Yes,No,Female,0,No,Yes,25,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.05,471.7,23.52618453747999,705.7855361243996
0361-HJRDX,No,No,No phone service,Female,0,No,No,68,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),64.35,4539.6,70.54545454435828,2116.3636363307482
0362-RAOQO,No,Yes,No,Female,0,No,No,40,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,830.25,42.251908394796345,1267.5572518438903
0362-ZBZWJ,Yes,Yes,Yes,Male,0,No,No,36,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,3067.2,36.127208480139835,1083.816254404195
0363-QJVFX,Yes,Yes,Yes,Male,0,No,No,32,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.15,3432.9,31.742024965032435,952.260748950973
0363-SVHYR,No,Yes,Yes,Male,0,Yes,Yes,71,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.85,6263.8,72.12204950982013,2163.661485294604
0365-BZUWY,No,Yes,Yes,Male,0,Yes,No,17,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.55,1742.5,16.99171136014635,509.7513408043905
0365-GXEZS,No,Yes,No,Male,0,Yes,No,18,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,78.2,1468.75,18.781969309222735,563.459079276682
0365-TRTPY,No,Yes,Yes,Female,0,No,No,37,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),91.2,3382.3,37.08662280661089,1112.5986841983267
0366-NQSHS,No,Yes,No,Male,0,No,No,2,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.35,46.35,2.3953488370855114,71.86046511256534
0369-ZGOVK,No,Yes,No,Female,0,Yes,Yes,28,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.4,1992.2,28.29829545414349,848.9488636243046
0373-AIVNJ,No,No,No phone service,Male,0,No,No,9,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,39.55,373.0,9.43109987333929,282.9329962001787
0374-AACSZ,No,Yes,No,Female,0,No,No,1,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,50.15,50.15,0.9999999999800598,29.999999999401794
0374-FIUCA,No,Yes,No,Male,0,Yes,No,65,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.4,1414.45,69.33578431032669,2080.0735293098005
0374-IOEGQ,No,Yes,No,Female,0,No,No,3,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.6,122.7,2.7511210761714997,82.53363228514499
0375-HVGXO,Yes,No,No phone service,Female,0,No,No,1,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,34.7,34.7,0.9999999999711816,29.999999999135447
0376-OIWME,No,Yes,No,Male,0,Yes,No,36,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.6,3366.05,35.96207264918844,1078.8621794756532
0376-YMCJC,Yes,Yes,Yes,Male,0,No,No,23,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.6,1943.2,21.448123620072316,643.4437086021695
0377-JBKKT,No,Yes,No,Male,0,Yes,Yes,22,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,57.95,1271.8,21.94650560790429,658.3951682371287
0378-CJKPV,No,Yes,Yes,Female,0,Yes,No,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),112.1,7965.95,71.06110615458465,2131.8331846375395
0378-NHQXU,Yes,Yes,Yes,Female,0,Yes,Yes,17,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,88.25,1460.65,16.55127478734786,496.5382436204358
0378-TOVMS,Yes,Yes,No,Female,0,No,No,3,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,85.8,272.2,3.172494172457197,95.1748251737159
0378-XSZPU,Yes,Yes,No,Male,0,Yes,No,58,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),60.3,3563.8,59.10116086137478,1773.0348258412434
0379-DJQHR,No,Yes,No,Male,0,Yes,Yes,67,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),81.35,5398.6,66.3626306076661,1990.8789182299831
0380-NEAVX,No,Yes,No,Male,1,No,No,34,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.85,3343.15,33.481722583540495,1004.4516775062149
0380-ZCSBI,No,Yes,No,Male,0,No,No,10,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.0,198.7,9.93499999950325,298.0499999850975
0383-CLDDA,No,Yes,Yes,Female,0,No,No,69,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.35,5897.4,69.09666080762628,2072.8998242287885
0384-LPITE,No,No,No phone service,Male,0,No,No,40,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),62.05,2511.55,40.47622884705115,1214.2868654115346
0384-RVBPI,No,Yes,No,Male,0,No,No,20,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),64.4,1398.6,21.717391304010594,651.5217391203178
